,pdbid,-logKd/Ki,resolution
4695,1sts,5,1.95
4696,1uvu,5,2.8
4697,1w2h,5,2
4698,1yid,5,2.4
4699,1zhl,5,1.5
4700,2aig,5,2.6
4701,2bgd,5,2.4
4702,2jqi,5,NMR
4703,2kbs,5,NMR
4704,2oiq,5,2.07
4705,2oym,5,1.86
4706,2qcn,5,1.85
4707,2vxn,5,0.82
4708,2w6u,5,3
4709,2w76,5,2.8
4710,2y6c,5,1.7
4711,3cfn,5,1.87
4712,3d1g,5,1.64
4713,3dkg,5,1.91
4714,3dp1,5,2.3
4715,3dvp,5,2.5
4716,3ezr,5,1.9
4717,3gbe,5,1.7
4718,3k02,5,1.55
4719,3new,5,2.51
4720,3omc,5,1.77
4721,3p9m,5,2
4722,3pax,5,2.4
4723,3sv9,5,1.6
4724,3ufa,5,1.8
4725,3uii,5,2.6
4726,3uqg,5,2.2
4727,3vbv,5,2.08
4728,4b78,5,1.5
4729,4cts,5,2.9
4730,4czs,5,1.73
4731,4g11,5,3.4
4732,4iu4,5,1.8
4733,4lv4,5,2.08
4734,4mdt,5,2.59
4735,4mw7,5,2.75
4736,4n5g,5,2.11
4737,4n8r,5,2.03
4738,4o62,5,1.78
4739,4o7c,5,1.55
4740,4oi6,5,2.04
4741,4p74,5,2.7
4742,4pnq,5,1.85
4743,4rn1,5,2.18
4744,4u6c,5,1.91
4745,4waf,5,2.39
4746,4xbb,5,1.85
4747,4xoe,5,2.4
4748,4xsx,5,3.71
4749,4xxh,5,2.4
4750,4zh2,5,4.2
4751,4zsg,5,1.79
4752,4zsl,5,2.25
4753,5aux,5,1.5
4754,5c7e,5,3.1
4755,5dl1,5,3
4756,5evb,5,1.84
4757,5evd,5,1.8
4758,5itp,5,1.85
4759,5iui,5,1.88
4760,5lj2,5,1.19
4761,5lpj,5,1.65
4762,5myl,5,1.72
4763,5nkk,5,2.64
4764,5nq5,5,2.85
4765,5o3r,5,1.9
4766,5wi1,5,1.99
4767,5x54,5,2.3
4768,5yft,5,2.21
4769,5zgg,5,NMR
4770,5zhj,5,1.75
4771,6axj,5,2.38
4772,6bto,5,2.05
4773,6ft7,5,2.02
4774,6g7f,5,2.7
4775,6g8l,5,1.37
4776,6huv,5,3.1
4777,6qh9,5,2.27
4778,6qrg,5,1.84
4779,1ppi,5.01,2.2
4780,2glp,5.01,2.42
4781,2i1r,5.01,2.2
4782,3ads,5.01,2.25
4783,3mxs,5.01,1.24
4784,3tfk,5.01,2.75
4785,3uda,5.01,2.51
4786,4agq,5.01,1.42
4787,4btb,5.01,1.9
4788,4dds,5.01,1.36
4789,4m5g,5.01,1.31
4790,4qz4,5.01,3
4791,4u4x,5.01,1.56
4792,4uzh,5.01,2
4793,4yyl,5.01,1.91
4794,5am2,5.01,1.7
4795,5fom,5.01,2.1
4796,5ick,5.01,2.47
4797,5oa2,5.01,2.15
4798,6g2e,5.01,1.85
4799,6njz,5.01,1.9
4800,6p89,5.01,1.4
4801,1fsg,5.02,1.05
4802,1u9l,5.02,1.9
4803,2cct,5.02,2.3
4804,2d0k,5.02,1.9
4805,2m3m,5.02,NMR
4806,2or4,5.02,1.62
4807,2wji,5.02,1.9
4808,2xbp,5.02,1.2
4809,3bgc,5.02,1.8
4810,3smq,5.02,2
4811,3usx,5.02,2.28
4812,4dow,5.02,1.95
4813,4est,5.02,1.78
4814,4l7r,5.02,2.2
4815,4mz6,5.02,1.88
4816,4nro,5.02,2.3
4817,4rlk,5.02,1.24
4818,4rll,5.02,1.85
4819,4u70,5.02,1.6
4820,4w4s,5.02,2
4821,4w9l,5.02,2.2
4822,5d1s,5.02,2.1
4823,5du6,5.02,2.61
4824,5ff6,5.02,2.5
4825,5iok,5.02,2.22
4826,6hbm,5.02,2.76
4827,6hgf,5.02,1.65
4828,1i1e,5.03,2.5
4829,2qt5,5.03,2.3
4830,3aje,5.03,1.8
4831,3rdh,5.03,2.39
4832,4io5,5.03,1.72
4833,4jjq,5.03,1.95
4834,4np9,5.03,1.92
4835,4rcg,5.03,2.6
4836,4trz,5.03,3.25
4837,4y6s,5.03,2.1
4838,4y7r,5.03,1.9
4839,4yat,5.03,2.18
4840,5huy,5.03,1.98
4841,5mlw,5.03,2.45
4842,5mrm,5.03,1.8
4843,5n3y,5.03,1.34
4844,5nyz,5.03,2.5
4845,5nz2,5.03,2.85
4846,5wio,5.03,2.52
4847,5x4p,5.03,2.06
4848,6b27,5.03,1.73
4849,6bhd,5.03,1.25
4850,6emu,5.03,2.3
4851,6fby,5.03,1.5
4852,6fmi,5.03,2.8
4853,6mo7,5.03,1.85
4854,1m5d,5.04,1.73
4855,1mfa,5.04,1.7
4856,2h2g,5.04,1.63
4857,2jmj,5.04,NMR
4858,2oht,5.04,2.3
4859,2w85,5.04,NMR
4860,2wmv,5.04,2.01
4861,3tz0,5.04,2.5
4862,3v4j,5.04,2.04
4863,4dgr,5.04,1.55
4864,4jaz,5.04,2.85
4865,4jym,5.04,1.35
4866,4lk7,5.04,1.76
4867,4lph,5.04,2.3
4868,4uu5,5.04,1.23
4869,4yp1,5.04,2.65
4870,4yuz,5.04,1.97
4871,4z7n,5.04,2.6
4872,4z7o,5.04,2.85
4873,5d3n,5.04,2.15
4874,5f25,5.04,1.68
4875,5loh,5.04,3.1
4876,5lyn,5.04,2
4877,5ovp,5.04,1.5
4878,5xyy,5.04,1.7
4879,6ajv,5.04,1.45
4880,6ajx,5.04,1.89
4881,6ayn,5.04,2.48
4882,6cyi,5.04,1.76
4883,6j7e,5.04,2.4
4884,1dgm,5.05,1.8
4885,1fkw,5.05,2.4
4886,1gi8,5.05,1.75
4887,1qxk,5.05,2.3
4888,1uu8,5.05,2.5
4889,2brc,5.05,1.6
4890,2n9e,5.05,NMR
4891,3aau,5.05,1.8
4892,3fpm,5.05,3.3
4893,3hxd,5.05,1.95
4894,3s2o,5.05,2.6
4895,3s76,5.05,1.6
4896,3sxu,5.05,1.85
4897,3uzd,5.05,1.86
4898,3zjc,5.05,3.15
4899,4c94,5.05,3
4900,4euo,5.05,1.28
4901,4fmq,5.05,2.1
4902,4ie7,5.05,2.6
4903,4kvm,5.05,2.6
4904,4-Oct,5.05,2.28
4905,4oeg,5.05,1.6
4906,4pnw,5.05,2
4907,4rqv,5.05,1.5
4908,4wci,5.05,1.65
4909,4y2y,5.05,2.3
4910,4yzu,5.05,1.41
4911,5acx,5.05,1.8
4912,5auw,5.05,1.5
4913,5f29,5.05,1.82
4914,5i3a,5.05,2.2
4915,5lb7,5.05,1.5
4916,5nxy,5.05,1.9
4917,5ok6,5.05,1.3
4918,5xhs,5.05,2.19
4919,5xvk,5.05,1.88
4920,5xvq,5.05,2.29
4921,6agp,5.05,NMR
4922,6b67,5.05,2.2
4923,6bmi,5.05,3.9
4924,6d50,5.05,2.5
4925,6da1,5.05,2
4926,6dat,5.05,2.35
4927,6eww,5.05,2.68
4928,6exi,5.05,1.92
4929,6kjd,5.05,2.3
4930,6mlg,5.05,1.89
4931,6r1k,5.05,1.94
4932,2h6k,5.06,1.89
4933,2ipo,5.06,2.6
4934,2v77,5.06,1.6
4935,2vwf,5.06,1.58
4936,2yge,5.06,1.96
4937,3f68,5.06,1.75
4938,3p9h,5.06,1.8
4939,4cfx,5.06,3.5
4940,4ebw,5.06,2.65
4941,4h7q,5.06,2.1
4942,4j7i,5.06,2.56
4943,5a2i,5.06,1.88
4944,5c1w,5.06,1.7
4945,5ega,5.06,2.15
4946,5h14,5.06,1.9
4947,5i0b,5.06,3.09
4948,5icy,5.06,2.5
4949,5luu,5.06,1.61
4950,5ops,5.06,2
4951,5tri,5.06,2.3
4952,5vjn,5.06,1.78
4953,6qlo,5.06,1.18
4954,2c3l,5.07,2.35
4955,2i7c,5.07,1.71
4956,2xm1,5.07,2
4957,2yfa,5.07,1.8
4958,3axm,5.07,1.65
4959,3juo,5.07,2.2
4960,3r00,5.07,2.1
4961,4eok,5.07,2.57
4962,4f8j,5.07,1.6
4963,4yab,5.07,1.9
4964,5ak3,5.07,2.28
4965,5dg6,5.07,2.35
4966,5hwv,5.07,1.65
4967,5j7j,5.07,NMR
4968,5l87,5.07,0.87
4969,5u12,5.07,1.84
4970,6axp,5.07,2.48
4971,6dik,5.07,1.93
4972,6dq6,5.07,1.59
4973,6fym,5.07,2.15
4974,6i76,5.07,1.2
4975,6j9y,5.07,1.63
4976,6jtc,5.07,2.39
4977,6n0k,5.07,1.46
4978,6nnr,5.07,1.05
4979,6qr1,5.07,1.67
4980,6r4k,5.07,2.13
4981,1enu,5.08,1.95
4982,1gfy,5.08,2.13
4983,2qtg,5.08,1.84
4984,3efr,5.08,2.55
4985,3m94,5.08,2.05
4986,3nw5,5.08,2.14
4987,3qsb,5.08,1.9
4988,3qyy,5.08,1.9
4989,3snd,5.08,1.89
4990,3tb6,5.08,2.21
4991,3w2o,5.08,2.35
4992,4drk,5.08,1.5
4993,4ie0,5.08,2.53
4994,4mho,5.08,2
4995,4ock,5.08,1.72
4996,4ocv,5.08,1.47
4997,4od7,5.08,1.6
4998,4oiv,5.08,1.7
4999,4twd,5.08,3.2
5000,4xx9,5.08,1.4
5001,4z2h,5.08,2.35
5002,5gmj,5.08,2.99
5003,5i13,5.08,2.15
5004,5j32,5.08,1.93
5005,5n2t,5.08,1.38
5006,5trh,5.08,2.7
5007,6d16,5.08,1.4
5008,6jid,5.08,2.5
5009,1m48,5.09,1.95
5010,1nw7,5.09,2.1
5011,1yyy,5.09,2.1
5012,1zkl,5.09,1.67
5013,2y1o,5.09,1.49
5014,2ygf,5.09,2
5015,2yk9,5.09,1.32
5016,3hbo,5.09,1.71
5017,3o4l,5.09,2.54
5018,3w2p,5.09,2.05
5019,4c72,5.09,1.5
5020,4cq0,5.09,1.45
5021,4f6x,5.09,1.98
5022,4qvy,5.09,2.51
5023,4r4q,5.09,1.35
5024,4utv,5.09,2.4
5025,4x3u,5.09,1.63
5026,4xpj,5.09,2.61
5027,5fhm,5.09,1.55
5028,5h5s,5.09,1.85
5029,5hkh,5.09,2.55
5030,5jmx,5.09,1.44
5031,5o9p,5.09,1.75
5032,6.00E+86,5.09,NMR
5033,6n3x,5.09,1.1
5034,1b9t,5.1,2.4
5035,1ez9,5.1,1.9
5036,1kmy,5.1,2
5037,1m6p,5.1,1.8
5038,1o0o,5.1,1.2
5039,1od8,5.1,1.05
5040,1onz,5.1,2.4
5041,1rlp,5.1,NMR
5042,1rlq,5.1,NMR
5043,1t4j,5.1,2.7
5044,1v0k,5.1,1.03
5045,1v0m,5.1,1.07
5046,1vj6,5.1,NMR
5047,1w7g,5.1,1.65
5048,1x8s,5.1,2.5
5049,1yvx,5.1,2
5050,1zaj,5.1,1.89
5051,2am2,5.1,2.8
5052,2d1x,5.1,1.9
5053,2h5a,5.1,1.72
5054,2m41,5.1,NMR
5055,2pnx,5.1,1.8
5056,2qrq,5.1,1.8
5057,2r02,5.1,2.6
5058,2r9w,5.1,1.8
5059,3bxs,5.1,1.6
5060,3gy4,5.1,1.55
5061,3h22,5.1,2.4
5062,3nif,5.1,2.4
5063,3p4v,5.1,2
5064,3qw8,5.1,1.6
5065,3syr,5.1,2.4
5066,3u3f,5.1,3.1
5067,3ujb,5.1,1.52
5068,3vp2,5.1,2.7
5069,3zvy,5.1,1.95
5070,4b77,5.1,1.8
5071,4cdr,5.1,3.15
5072,4dcs,5.1,2.25
5073,4ejf,5.1,2.65
5074,4h3q,5.1,2.2
5075,4iho,5.1,2.8
5076,4qsh,5.1,2.51
5077,4qsk,5.1,2.7
5078,4qvn,5.1,2.9
5079,4rkx,5.1,1.59
5080,4rn6,5.1,3
5081,4tk3,5.1,2.7
5082,4tk4,5.1,3.6
5083,4ux9,5.1,2.34
5084,4ydf,5.1,2.8
5085,5d3h,5.1,1.7
5086,5f39,5.1,2.65
5087,5iv2,5.1,2.48
5088,5q1h,5.1,2.2
5089,5xhr,5.1,1.8
5090,6ap8,5.1,1.27
5091,6c9q,5.1,1.95
5092,6ce6,5.1,1.6
5093,6hoi,5.1,1.14
5094,6hrx,5.1,1.87
5095,6md6,5.1,1.68
5096,6s56,5.1,2.01
5097,6s57,5.1,1.82
5098,1k4h,5.11,1.8
5099,1yp9,5.11,2.1
5100,2h6q,5.11,1.87
5101,3gpj,5.11,2.7
5102,3hnb,5.11,1.15
5103,3k4d,5.11,2.39
5104,3ozj,5.11,2.1
5105,4b6u,5.11,NMR
5106,4.00E+49,5.11,1.45
5107,4em7,5.11,1.9
5108,4gly,5.11,1.52
5109,4qfl,5.11,1.75
5110,5c7d,5.11,2.25
5111,5kej,5.11,2.35
5112,5lbq,5.11,3.3
5113,5lm6,5.11,1.17
5114,5ngf,5.11,2.33
5115,5ogk,5.11,3.6
5116,5szb,5.11,1.2
5117,5u0e,5.11,1.27
5118,5vqu,5.11,2.6
5119,5y0x,5.11,1.6
5120,6f0y,5.11,NMR
5121,6jdi,5.11,1.95
5122,6mtv,5.11,2.6
5123,6n7y,5.11,2
5124,1qaw,5.12,2.5
5125,1uv6,5.12,2.5
5126,2i5f,5.12,1.35
5127,2web,5.12,1.5
5128,2y8o,5.12,1.95
5129,2yjw,5.12,1.61
5130,2yjx,5.12,1.83
5131,3bki,5.12,1.87
5132,3hb8,5.12,2.74
5133,3kad,5.12,1.95
5134,3n2c,5.12,2.81
5135,3nkx,5.12,2.4
5136,3tu9,5.12,2.09
5137,3zso,5.12,1.75
5138,4ay6,5.12,3.3
5139,4bio,5.12,2.45
5140,4f1l,5.12,1.9
5141,4gj6,5.12,2.58
5142,4h81,5.12,2.05
5143,4kiw,5.12,2.57
5144,4m5n,5.12,2
5145,4pci,5.12,1.25
5146,4zed,5.12,1.75
5147,5d1w,5.12,3.59
5148,5f74,5.12,2.35
5149,5vsb,5.12,1.85
5150,5wkm,5.12,2.25
5151,5y1u,5.12,2.14
5152,6bh8,5.12,3.85
5153,6i13,5.12,1.79
5154,6n95,5.12,1.8
5155,6o3w,5.12,2.1
5156,6qe5,5.12,1.61
5157,1gcz,5.13,1.9
5158,1hti,5.13,2.8
5159,2kwn,5.13,NMR
5160,2x4t,5.13,2.3
5161,3aza,5.13,2.7
5162,3o8g,5.13,1.9
5163,3s9e,5.13,1.6
5164,3wk4,5.13,2.11
5165,4ezt,5.13,2
5166,4flj,5.13,1.74
5167,4l7c,5.13,2.4
5168,4qms,5.13,1.88
5169,5d3p,5.13,1.95
5170,5hda,5.13,2.39
5171,6f9u,5.13,1.9
5172,6j9w,5.13,1.8
5173,6st0,5.13,1.5
5174,1pmx,5.14,NMR
5175,1w2x,5.14,2.8
5176,1y3x,5.14,1.7
5177,1zzz,5.14,1.9
5178,2br1,5.14,2
5179,2hqu,5.14,2.2
5180,2lct,5.14,NMR
5181,2xi7,5.14,2.2
5182,2yaz,5.14,2.4
5183,2zjv,5.14,2.7
5184,3bls,5.14,2.3
5185,3kr2,5.14,2.3
5186,3pj2,5.14,1.75
5187,3sow,5.14,1.95
5188,3tao,5.14,1.45
5189,3wuu,5.14,2.9
5190,4aua,5.14,2.31
5191,4bdj,5.14,3.01
5192,4c1g,5.14,1.71
5193,4ejl,5.14,2.44
5194,4iks,5.14,1.7
5195,4qw0,5.14,2.9
5196,4xjt,5.14,2.6
5197,5btr,5.14,3.2
5198,5kva,5.14,1.83
5199,5q11,5.14,2.2
5200,5xbt,5.14,2.5
5201,5zh4,5.14,2.6
5202,6b7c,5.14,1.56
5203,6dak,5.14,1.6
5204,6gw1,5.14,1.9
5205,6gzl,5.14,1.95
5206,6m8d,5.14,2
5207,6mvx,5.14,3.46
5208,6mx3,5.14,1.36
5209,6qcg,5.14,3.4
5210,1g6s,5.15,1.5
5211,1jcx,5.15,1.8
5212,1jvu,5.15,1.78
5213,1kna,5.15,2.1
5214,1ljt,5.15,2
5215,1lkx,5.15,3
5216,1mzs,5.15,2.1
5217,1o0m,5.15,1.5
5218,1pb8,5.15,1.45
5219,1qk3,5.15,1.65
5220,1qxw,5.15,1.67
5221,1s38,5.15,1.81
5222,1skj,5.15,2
5223,1t1s,5.15,2.4
5224,1thz,5.15,1.8
5225,2afx,5.15,1.64
5226,2go4,5.15,2.7
5227,2gtv,5.15,NMR
5228,2knh,5.15,NMR
5229,2o5d,5.15,2.2
5230,2ooz,5.15,1.8
5231,2r03,5.15,2.59
5232,2r05,5.15,2.55
5233,2xrw,5.15,1.33
5234,2xs0,5.15,2.6
5235,3b95,5.15,2.99
5236,3e6k,5.15,2.1
5237,3l5c,5.15,1.8
5238,3msl,5.15,2.4
5239,3n49,5.15,2.5
5240,3ozr,5.15,1.73
5241,3p8e,5.15,2.49
5242,3udn,5.15,2.19
5243,4b83,5.15,2.4
5244,4h85,5.15,2.1
5245,4jpx,5.15,1.55
5246,4pce,5.15,1.29
5247,4qip,5.15,2
5248,4qrh,5.15,1.65
5249,4qvv,5.15,2.8
5250,4qzw,5.15,3
5251,4w9e,5.15,2.6
5252,5alw,5.15,2.2
5253,5djp,5.15,2.4
5254,5gp7,5.15,1.5
5255,5kqg,5.15,1.5
5256,5mwz,5.15,1.25
5257,5oai,5.15,2
5258,5vew,5.15,2.7
5259,5xg4,5.15,3
5260,5y2f,5.15,2.53
5261,5zqu,5.15,2.6
5262,6aro,5.15,1.2
5263,6b95,5.15,1.95
5264,6f8t,5.15,1.8
5265,6jn5,5.15,1.97
5266,6n7q,5.15,2.1
5267,6n97,5.15,1.75
5268,6ntb,5.15,1.9
5269,6nu5,5.15,1.6
5270,1jqd,5.16,2.28
5271,1oe0,5.16,2.4
5272,1q1m,5.16,2.6
5273,2ltv,5.16,NMR
5274,2y2k,5.16,2.09
5275,3b27,5.16,1.5
5276,3ctr,5.16,2.1
5277,3lqi,5.16,1.92
5278,4fqo,5.16,1.65
5279,5ow8,5.16,1.9
5280,5th7,5.16,1.95
5281,5ufc,5.16,1.89
5282,5v83,5.16,2
5283,6jn3,5.16,2.22
5284,6mjf,5.16,2.2
5285,6om8,5.16,2.45
5286,6peg,5.16,2
5287,6pnn,5.16,2.1
5288,1q0b,5.17,1.9
5289,2f5t,5.17,1.45
5290,2ynn,5.17,1.78
5291,2zfp,5.17,2.25
5292,3b7j,5.17,2.4
5293,3eht,5.17,3.4
5294,3nzx,5.17,2.7
5295,3rni,5.17,1.95
5296,3tc5,5.17,1.4
5297,3uvw,5.17,1.37
5298,3wuv,5.17,2.79
5299,4gkm,5.17,1.67
5300,4h3b,5.17,2.08
5301,4kp4,5.17,3
5302,4m5i,5.17,1.08
5303,5ahw,5.17,2.15
5304,5aut,5.17,1.7
5305,5diq,5.17,2.1
5306,5fdz,5.17,2.4
5307,5hm3,5.17,2.25
5308,5ohy,5.17,1.77
5309,5svi,5.17,1.61
5310,5ubg,5.17,1.9
5311,6cbf,5.17,2.3
5312,6evo,5.17,1.55
5313,6g2f,5.17,1.74
5314,6g8i,5.17,1.6
5315,6hf5,5.17,1.8
5316,6hwz,5.17,1.64
5317,6ipk,5.17,2.15
5318,6pnm,5.17,1.82
5319,6qqq,5.17,1.85
5320,1ft7,5.18,2.2
5321,1xur,5.18,1.85
5322,2p9a,5.18,1.6
5323,2qrg,5.18,1.85
5324,3iqv,5.18,1.2
5325,3kag,5.18,1.9
5326,3w37,5.18,1.7
5327,4duh,5.18,1.5
5328,4iif,5.18,2.45
5329,4u73,5.18,1.8
5330,4zs3,5.18,2.45
5331,5tbp,5.18,2.6
5332,6ar9,5.18,2.28
5333,6dnp,5.18,1.71
5334,6uvv,5.18,1.63
5335,1ocq,5.19,1.08
5336,1ogg,5.19,1.97
5337,1oxr,5.19,1.93
5338,1rnt,5.19,1.9
5339,2c5o,5.19,2.1
5340,2ko7,5.19,NMR
5341,2lha,5.19,NMR
5342,2mnz,5.19,NMR
5343,2nxm,5.19,2.25
5344,2qdt,5.19,2
5345,2xey,5.19,2.7
5346,3kjn,5.19,1.8
5347,3s1g,5.19,1.82
5348,3t4p,5.19,1.77
5349,3twr,5.19,1.55
5350,3vfq,5.19,2.8
5351,4ezz,5.19,2.05
5352,4fxf,5.19,2.55
5353,4g0l,5.19,2.62
5354,4m0z,5.19,2
5355,4ono,5.19,2.71
5356,4qok,5.19,3
5357,5h21,5.19,1.59
5358,5otz,5.19,1.46
5359,6arn,5.19,1.25
5360,6cj5,5.19,2.8
5361,6dq5,5.19,1.89
5362,6hv7,5.19,3.4
5363,1kll,5.2,1.5
5364,2pmn,5.2,2.8
5365,3kqs,5.2,2
5366,3ov1,5.2,1.6
5367,3qj0,5.2,2.3
5368,3t7g,5.2,2.08
5369,3tjm,5.2,1.48
5370,3uu1,5.2,1.82
5371,3wk6,5.2,2.1
5372,4a6s,5.2,2.15
5373,4b70,5.2,1.6
5374,4bw2,5.2,1.92
5375,4ezq,5.2,2
5376,4ezr,5.2,1.9
5377,4lk6,5.2,2.86
5378,4mk0,5.2,2.4
5379,4qvq,5.2,2.6
5380,5a7j,5.2,2.9
5381,5aia,5.2,2.26
5382,5emb,5.2,0.85
5383,5f91,5.2,2
5384,5g1p,5.2,3.19
5385,5hg1,5.2,2.76
5386,5lu2,5.2,2.5
5387,5q10,5.2,2.2
5388,6d1x,5.2,2.3
5389,6oh2,5.2,2.58
5390,6qhc,5.2,1.87
5391,1nw5,5.21,2.05
5392,1o2r,5.21,1.45
5393,1ox9,5.21,2.9
5394,1re1,5.21,2.5
5395,2brg,5.21,2.1
5396,2mlm,5.21,NMR
5397,3b2t,5.21,1.8
5398,3bcs,5.21,2
5399,3ilq,5.21,2.05
5400,3nsq,5.21,2.6
5401,3qiz,5.21,2
5402,3rth,5.21,2.7
5403,3wqv,5.21,2.04
5404,4cwo,5.21,2.31
5405,4few,5.21,1.98
5406,4h2m,5.21,1.78
5407,4ifh,5.21,3.29
5408,4je8,5.21,2.4
5409,4m0r,5.21,1.96
5410,4mds,5.21,1.6
5411,4qz2,5.21,2.7
5412,5e0j,5.21,1.2
5413,5mxr,5.21,1.75
5414,5o9q,5.21,1.4
5415,5oje,5.21,1.58
5416,5trk,5.21,2.06
5417,5ty1,5.21,1.6
5418,5ty9,5.21,1.53
5419,5wag,5.21,1.93
5420,5x13,5.21,1.7
5421,5zyg,5.21,1.8
5422,6a04,5.21,1.9
5423,6asu,5.21,2.32
5424,6f8b,5.21,1.3
5425,6g84,5.21,2.47
5426,6g85,5.21,1.53
5427,6iht,5.21,1.57
5428,6pvu,5.21,1.49
5429,6t1m,5.21,1.85
5430,7prc,5.21,2.65
5431,16pk,5.22,1.6
5432,1bq4,5.22,2.5
5433,1f3j,5.22,3.1
5434,1gi9,5.22,1.8
5435,1gjd,5.22,1.75
5436,1h1h,5.22,2
5437,1irs,5.22,NMR
5438,1j17,5.22,2
5439,1o5c,5.22,1.63
5440,1pw6,5.22,2.6
5441,1ucn,5.22,2
5442,1w4o,5.22,1.6
5443,1zea,5.22,1.78
5444,1zz2,5.22,2
5445,2gnf,5.22,2.28
5446,2gnj,5.22,2.28
5447,2gz2,5.22,2.1
5448,2hxm,5.22,1.3
5449,2koh,5.22,NMR
5450,2qbx,5.22,2.3
5451,2rfy,5.22,1.7
5452,2wzm,5.22,1.64
5453,2xow,5.22,2.09
5454,2xwy,5.22,2.53
5455,2zxd,5.22,2.15
5456,3dne,5.22,2
5457,3ds3,5.22,2.7
5458,3h85,5.22,2.6
5459,3ijz,5.22,2.21
5460,3iof,5.22,1.44
5461,3lq2,5.22,1.96
5462,3lq4,5.22,1.98
5463,3ms9,5.22,1.8
5464,3n1c,5.22,2
5465,3n5j,5.22,2.35
5466,3nti,5.22,2.8
5467,3o6t,5.22,2.4
5468,3osi,5.22,2.7
5469,3ppp,5.22,2.4
5470,3q71,5.22,2.2
5471,3qxt,5.22,1.7
5472,3udp,5.22,1.95
5473,3vbw,5.22,2.48
5474,4kup,5.22,1.31
5475,4lrr,5.22,2.41
5476,4r5g,5.22,3.45
5477,4u71,5.22,1.8
5478,4z8d,5.22,2
5479,5cgj,5.22,3.36
5480,5dhs,5.22,2.62
5481,5dkr,5.22,1.74
5482,5ev8,5.22,2.3
5483,5ioy,5.22,1.77
5484,5ja0,5.22,1.9
5485,5ksv,5.22,2.2
5486,5u6k,5.22,2.6
5487,6di0,5.22,1.3
5488,6f4n,5.22,2.54
5489,6ms1,5.22,1.35
5490,6mtu,5.22,2.14
5491,6p10,5.22,2.3
5492,1b4z,5.23,1.75
5493,1ndw,5.23,2
5494,2q38,5.23,1.95
5495,3dcq,5.23,1.8
5496,3lc3,5.23,1.9
5497,3pxy,5.23,1.8
5498,3pxz,5.23,1.7
5499,3wqw,5.23,2
5500,4m5k,5.23,1.3
5501,4mh7,5.23,2.51
5502,4qp7,5.23,2.25
5503,5ema,5.23,1.32
5504,5tzo,5.23,1.67
5505,5o5m,5.23,1.58
5506,5ot3,5.23,2.04
5507,5zms,5.23,1.8
5508,6bhv,5.23,2.3
5509,6ert,5.23,1.8
5510,6hvs,5.23,3.1
5511,6ibv,5.23,1.4
5512,6jam,5.23,1.63
5513,6mxd,5.23,2.96
5514,6pu3,5.23,1.8
5515,1fh7,5.24,1.82
5516,1hk5,5.24,2.7
5517,1q8w,5.24,2.2
5518,1s89,5.24,2.22
5519,1zrz,5.24,3
5520,2jfz,5.24,1.86
5521,2k3w,5.24,NMR
5522,2lsr,5.24,NMR
5523,2qq7,5.24,2.38
5524,2vgc,5.24,1.8
5525,2vvt,5.24,1.65
5526,3aw0,5.24,2.3
5527,3.00E+16,5.24,1.6
5528,3m59,5.24,1.7
5529,3mle,5.24,2.8
5530,3mqf,5.24,1.95
5531,3okh,5.24,2.5
5532,3pb8,5.24,1.13
5533,3qck,5.24,2.05
5534,3qxh,5.24,1.36
5535,3r01,5.24,2.6
5536,3rjc,5.24,1.85
5537,3tz2,5.24,2.85
5538,3ueu,5.24,2.1
5539,4drm,5.24,1.48
5540,4drn,5.24,1.07
5541,4.00E+81,5.24,1.9
5542,4f7j,5.24,2.6
5543,4fk7,5.24,1.78
5544,4gue,5.24,1.8
5545,4idn,5.24,2.25
5546,4ih7,5.24,2.3
5547,4j70,5.24,2.8
5548,4non,5.24,2.5
5549,4o7e,5.24,1.85
5550,4utx,5.24,3.1
5551,4uua,5.24,2.8
5552,4x6s,5.24,2.55
5553,4y59,5.24,1.22
5554,4zv1,5.24,1.52
5555,5d24,5.24,1.65
5556,5d3j,5.24,1.7
5557,5d6q,5.24,1.5
5558,5edd,5.24,1.97
5559,5hjd,5.24,2.81
5560,5n7x,5.24,1.12
5561,5w1e,5.24,2.06
5562,6a9o,5.24,2.5
5563,6cf6,5.24,1.93
5564,6gxg,5.24,1.6
5565,6gxy,5.24,1.8
5566,6iot,5.24,2.7
5567,1okw,5.25,2.5
5568,2bfr,5.25,2.5
5569,2pv3,5.25,3.39
5570,2xl2,5.25,2.4
5571,2xl3,5.25,2.7
5572,3pj3,5.25,1.85
5573,3r24,5.25,2
5574,3tdj,5.25,1.95
5575,3u1i,5.25,2.3
5576,4flk,5.25,1.47
5577,4j2c,5.25,1.8
5578,4pkv,5.25,2.5
5579,5b5f,5.25,1.2
5580,5b5g,5.25,1.5
5581,5du4,5.25,1.7
5582,5nfa,5.25,1.59
5583,5q17,5.25,2.1
5584,5twj,5.25,2.3
5585,5xup,5.25,2.1
5586,5yie,5.25,2.1
5587,6a03,5.25,2.6
5588,6ccm,5.25,1.79
5589,6d4w,5.25,1.8
5590,6fc6,5.25,1.8
5591,6qtm,5.25,3
5592,1v0o,5.26,1.9
5593,1w4q,5.26,1.68
5594,2brn,5.26,2.8
5595,2oz6,5.26,2.8
5596,2qft,5.26,1.55
5597,2vcb,5.26,2.2
5598,3n9s,5.26,1.85
5599,3sb0,5.26,2.2
5600,3twx,5.26,1.8
5601,4jaj,5.26,2.7
5602,4l1u,5.26,2.42
5603,4omj,5.26,1.6
